KazaName,kazcode,Sanjak,sancode,Vilayet,vilcode,Muslims_Female,Muslims_Male,Greeks_Female,Greeks_Male,Armenians_Female,Armenians_Male,Bulgarians_Female,Bulgarians_Male,Catholics_Female,Catholics_Male,Jews_Female,Jews_Male,Protestants_Female,Protestants_Male,Latins_Female,Latins_Male,Monophysites_Female,Monophysites_Male,NonMuslimGypsies_Female,NonMuslimGypsies_Male,ForeignCitizens_Female,ForeignCitizens_Male,Total_Muslim,Total_Christian,Total_NonMuslim,Total_Armenian,Christian_Muslim_Ratio,Armenian_Muslim_Ratio,ArmenianShare,ChristianShare,Total_Female,Total_Male,GrandTotal,Source,SanjakCenter
Ereğli (K. Deniz),37-2-4,Bolu,37-2,Kastamonu,37,15926.0,17981.0,363.0,372.0,,,,,,,,,,,,,,,,,,,33907.0,735,735,0,0.02167693986492465,0.0,0.0,0.021217019802551817,16289.0,18353.0,34642.0,1881 Census,0
Gerede Kaza,37-2-5,Bolu,37-2,Kastamonu,37,20174.0,19130.0,27.0,97.0,,7.0,,,,23.0,,,,,,,,,,,,,39304.0,154,154,7,0.003918176267046611,0.00017809892122939142,0.00017740382178518932,0.003902884079274165,20201.0,19257.0,39458.0,1881 Census,0
Göynük Kaza,37-2-6,Bolu,37-2,Kastamonu,37,8377.0,7762.0,2.0,9.0,,,,,,,,,,,,,,,,,,,16139.0,11,11,0,0.0006815787843112957,0.0,0.0,0.0006811145510835913,8379.0,7771.0,16150.0,1881 Census,0
Hamidiye (Bolu) Kaza,37-2-7,Bolu,37-2,Kastamonu,37,21389.0,28231.0,,,162.0,192.0,,,,,,,,,,,,,,,,,49620.0,354,354,354,0.00713422007255139,0.00713422007255139,0.007083683515428023,0.007083683515428023,21551.0,28423.0,49974.0,1881 Census,0
Mudurnu (Mud) Kaza,37-2-8,Bolu,37-2,Kastamonu,37,13341.0,13148.0,,,,,,,,,,,,,,,,,,,,,26489.0,0,0,0,0.0,0.0,0.0,0.0,13341.0,13148.0,26489.0,1881 Census,0
Çankiri Central Kaza,37-4-1,Çankiri,37-4,Kastamonu,37,41190.0,42917.0,368.0,390.0,155.0,143.0,,,,,,,,,,,,,,,,,84107.0,1056,1056,298,0.012555435338319047,0.003543105805699882,0.003499172175710109,0.012399751065603606,41713.0,43450.0,85163.0,1881 Census,1
Çerkeş Kaza,37-4-2,Çankiri,37-4,Kastamonu,37,26957.0,27529.0,,,,,,,,,,,,,,,,,,,,,54486.0,0,0,0,0.0,0.0,0.0,0.0,26957.0,27529.0,54486.0,1881 Census,0
İskilip Kaza,37-4-3,Çankiri,37-4,Kastamonu,37,20724.0,22517.0,,,,,,,,,,,,,,,,,,,,,43241.0,0,0,0,0.0,0.0,0.0,0.0,20724.0,22517.0,43241.0,1881 Census,0
Araç Kaza,37-1-1,Kastamonu,37-1,Kastamonu,37,15878.0,17253.0,,,,,,,,,,,,,,,,,,,,,33131.0,0,0,0,0.0,0.0,0.0,0.0,15878.0,17253.0,33131.0,1881 Census,0
Cide Kaza,37-1-2,Kastamonu,37-1,Kastamonu,37,19431.0,19538.0,,,,,,,,,,,,,,,,,,,,,38969.0,0,0,0,0.0,0.0,0.0,0.0,19437.0,19538.0,38975.0,1881 Census,0
Daday Kaza,37-1-3,Kastamonu,37-1,Kastamonu,37,20734.0,19714.0,6.0,4.0,86.0,96.0,,,,,,,,,,,,,,,,,40448.0,192,192,182,0.004746835443037975,0.0044996044303797465,0.004478346456692914,0.004724409448818898,20826.0,19814.0,40640.0,1881 Census,0
inebolu Kaza,37-1-4,Kastamonu,37-1,Kastamonu,37,29678.0,29004.0,739.0,758.0,9.0,8.0,,,,,,,,,,,,,,,,,58682.0,1514,1514,17,0.02580007498040285,0.00028969701100848644,0.00028241079141471195,0.025151172835404346,30426.0,29770.0,60196.0,1881 Census,0
Kastamonu Central Kaza,37-1-5,Kastamonu,37-1,Kastamonu,37,28107.0,26288.0,813.0,782.0,261.0,300.0,,,,,,,,,,,,,,,,,54395.0,2156,2156,561,0.039635995955510615,0.01031344792719919,0.0099202489787979,0.03812487842832134,29181.0,27370.0,56551.0,1881 Census,1
Safranbolu Kaza,37-1-6,Kastamonu,37-1,Kastamonu,37,24070.0,25127.0,1658.0,1668.0,,,,,,,,,,,,,,,,,,,49197.0,3326,3326,0,0.06760574831798687,0.0,0.0,0.06332463872969937,25728.0,26795.0,52523.0,1881 Census,0
Taşköprü Kaza,37-1-7,Kastamonu,37-1,Kastamonu,37,19564.0,20075.0,300.0,296.0,,,,,,,,,,,,,,,,,,,39639.0,596,596,0,0.015035697166931558,0.0,0.0,0.014812973779048092,19864.0,20371.0,40235.0,1881 Census,0
Tosya Kaza,37-1-8,Kastamonu,37-1,Kastamonu,37,16288.0,16731.0,256.0,225.0,,,,,,,,,,,,,,,,,,,33019.0,481,481,0,0.014567370301947364,0.0,0.0,0.014345362362063824,16544.0,16986.0,33530.0,1881 Census,0
Ayancık Kaza,37-3-1,Sinop,37-3,Kastamonu,37,13960.0,14629.0,575.0,638.0,,,,,,,,,,,,,,,,,,,28589.0,1213,1213,0,0.042428906222673056,0.0,0.0,0.04070196631098584,14535.0,15267.0,29802.0,1881 Census,0
Boyabat Kaza,37-3-2,Sinop,37-3,Kastamonu,37,20132.0,22549.0,22.0,62.0,,,,,,,,,,,,,,,864.0,935.0,,,42681.0,84,84,0,0.001968088845153581,0.0,0.0,0.001884929539538641,21018.0,23546.0,44564.0,1881 Census,0
Sinop Central Kaza,37-3-3,Sinop,37-3,Kastamonu,37,19519.0,20735.0,2048.0,2015.0,123.0,150.0,,,,,,,,,,,,,30.0,36.0,,,40254.0,4336,4336,273,0.10771600337854623,0.006781934714562528,0.006113400214976711,0.09709781440343963,21720.0,22936.0,44656.0,1881 Census,1
Burdur Central Kaza,42-4-1,Burdur,42-4,Konya,42,18766.0,18447.0,874.0,880.0,409.0,401.0,,,,,,,,,,,,,,,,,37213.0,2564,2564,810,0.06890065299760836,0.021766586945422297,0.020384024964139217,0.06452424692352215,20049.0,19728.0,39737.0,1881 Census,1
Tefenni Kaza,42-4-2,Burdur,42-4,Konya,42,8363.0,9424.0,,,,,,,,,,,,,,,,,,,,,17787.0,0,0,0,0.0,0.0,0.0,0.0,8363.0,9424.0,17787.0,1881 Census,0
Eğridir Kaza,42-2-1,Hamitabat,42-2,Konya,42,9803.0,9884.0,678.0,657.0,,,,,,,,,,,,,,,,,,,19687.0,1335,1335,0,0.0678112459998984,0.0,0.0,0.06350489962896014,10481.0,10541.0,21022.0,1881 Census,0
İsparta Kaza,42-2-2,Hamitabat,42-2,Konya,42,21878.0,21683.0,2265.0,2259.0,300.0,319.0,,,,,,,,,,,,,,,,,43561.0,5143,5143,619,0.11806432359220403,0.014209958449071417,0.01270942838370565,0.10559707621550592,24443.0,24261.0,48704.0,1881 Census,1
Karaağaç Kaza,42-2-3,Hamitabat,42-2,Konya,42,10203.0,9974.0,,,,,,,,,,,,,,,,,,,,,20177.0,0,0,0,0.0,0.0,0.0,0.0,10203.0,9974.0,20177.0,1881 Census,0
Uluborlu Kaza,42-2-4,Hamitabat,42-2,Konya,42,7636.0,6597.0,429.0,392.0,,,,,,,,,,,,,,,,,,,14233.0,821,821,0,0.05768284971545001,0.0,0.0,0.054537000132855055,8065.0,6989.0,15054.0,1881 Census,0
Yalvaç Kaza,42-2-5,Hamitabat,42-2,Konya,42,12919.0,12720.0,,,,,,,,,,,,,,,,,,,,,25639.0,0,0,0,0.0,0.0,0.0,0.0,12919.0,12720.0,25639.0,1881 Census,0
Akşehir Kaza,42-1-1,Konya,42-1,Konya,42,21158.0,22107.0,872.0,839.0,1582.0,1552.0,,,9.0,28.0,,,22.0,19.0,,,,,,,,,43265.0,4923,4923,3134,0.11378712585230556,0.07243730498093147,0.06508691408278125,0.10224086727170775,23634.0,24517.0,48151.0,1881 Census,0
Beyşehri Kaza,42-1-2,Konya,42-1,Konya,42,17702.0,17621.0,96.0,57.0,,,,,,,,,,,,,,,,,,,35323.0,153,153,0,0.004331455425643348,0.0,0.0,0.0043127748336903825,17798.0,17678.0,35476.0,1881 Census,0
Bozkir Kaza,42-1-3,Konya,42-1,Konya,42,18369.0,19100.0,44.0,50.0,,,,,,,,,,,,,,,,,,,37469.0,94,94,0,0.0025087405588619925,0.0,0.0,0.0025024625296169102,18413.0,19150.0,37563.0,1881 Census,0
Ereğli Kaza,42-1-4,Konya,42-1,Konya,42,11682.0,12348.0,87.0,80.0,221.0,220.0,,,,,,,,,,,,,,,,,24030.0,608,608,441,0.025301706200582606,0.018352059925093634,0.017893370120912116,0.024669317536314208,11996.0,12650.0,24646.0,1881 Census,0
Hadim Kaza,42-1-5,Konya,42-1,Konya,42,5637.0,6026.0,,,,,,,,,,,,,,,,,,,,,11663.0,0,0,0,0.0,0.0,0.0,0.0,5637.0,6026.0,11663.0,1881 Census,0
Ilgin Kaza,42-1-6,Konya,42-1,Konya,42,10943.0,11128.0,12.0,43.0,,,,,,,,,,,,,,,,,,,22071.0,55,55,0,0.0024919577726428346,0.0,0.0,0.0024857633553285728,10955.0,11171.0,22126.0,1881 Census,0
Karaman (Lârende) Kaza,42-1-7,Konya,42-1,Konya,42,18223.0,18504.0,60.0,64.0,287.0,316.0,,,,,,,,,,,,,,,,,36727.0,727,727,603,0.019794701445802816,0.016418438750782804,0.016099749025471243,0.019410476851604633,18570.0,18884.0,37454.0,1881 Census,0
Karapinar Kaza,42-1-8,Konya,42-1,Konya,42,8214.0,8024.0,,,,,,,6.0,2.0,,,,,,,,,,,,,16238.0,8,8,0,0.0004926715112698608,0.0,0.0,0.0004926715112698608,8214.0,8024.0,16238.0,1881 Census,0
Koçhisar Kaza,42-1-9,Konya,42-1,Konya,42,8770.0,11857.0,,9.0,,3.0,,,,,,,,,,,,,,,,,20627.0,12,12,3,0.0005817617685557764,0.0001454404421389441,0.00014535587964533165,0.0005814235185813266,8770.0,11869.0,20639.0,1881 Census,0
Konya Central Kaza,42-1-10,Konya,42-1,Konya,42,46348.0,46468.0,2150.0,1866.0,760.0,806.0,,,,,,,,,,,,,,,,,92816.0,5582,5582,1566,0.060140493018445096,0.016872091018789864,0.01590897546604358,0.056707471935795194,49267.0,49168.0,98435.0,1881 Census,1
Seydişehir Kaza,42-1-11,Konya,42-1,Konya,42,8596.0,9304.0,46.0,47.0,,,,,,,,,,,,,,,,,,,17900.0,93,93,0,0.005195530726256984,0.0,0.0,0.005168676707608515,8642.0,9351.0,17993.0,1881 Census,0
Aksaray Kaza,42-5-1,Niğde,42-5,Konya,42,17279.0,20128.0,1118.0,1319.0,200.0,278.0,,,,,,,25.0,30.0,,,,,,,,,37407.0,2970,2970,478,0.07939690432272034,0.012778356992006844,0.011838422864502068,0.07355672784010699,18622.0,21755.0,40377.0,1881 Census,0
Bor Kaza,42-5-2,Niğde,42-5,Konya,42,9665.0,9351.0,469.0,520.0,247.0,261.0,,,,,,,10.0,12.0,,,,,,,,,19016.0,1519,1519,508,0.07988010096760623,0.026714345814051327,0.02473825176527879,0.07397126856586315,10391.0,10144.0,20535.0,1881 Census,0
Gülşehri (Arapsun) Kaza,42-5-3,Niğde,42-5,Konya,42,5380.0,5649.0,2019.0,1916.0,10.0,10.0,,,,,,,,,,,,,,,,,11029.0,3955,3955,20,0.358600054402031,0.0018134010336385892,0.0013347570742124934,0.26394821142552055,7409.0,7575.0,14984.0,1881 Census,0
Nevşehir Kaza,42-5-4,Niğde,42-5,Konya,42,14093.0,16277.0,4353.0,4565.0,192.0,285.0,,,,,,,9.0,12.0,,,,,,,,,30370.0,9416,9416,477,0.31004280540006585,0.0157062891010866,0.011978303450354076,0.23645221234493496,18666.0,21156.0,39822.0,1881 Census,0
Niğde Kaza,42-5-5,Niğde,42-5,Konya,42,17149.0,19719.0,7365.0,8360.0,370.0,473.0,,,,,,,,,,,,,,,,,36868.0,16568,16568,843,0.4493870022783986,0.022865357491591624,0.015775881428250618,0.3100531476906954,24884.0,28552.0,53436.0,1881 Census,1
Ulukışla (Hamidiye) Kaza,42-5-6,Niğde,42-5,Konya,42,3551.0,4300.0,631.0,700.0,,,,,,,,,,,,,,,,,,,7851.0,1331,1331,0,0.1695325436250159,0.0,0.0,0.1449575255935526,4182.0,5000.0,9182.0,1881 Census,0
Ürgüp Kaza,42-5-7,Niğde,42-5,Konya,42,9956.0,9924.0,1636.0,1498.0,9.0,7.0,,,19.0,17.0,,,,,,,,,,,,,19880.0,3186,3186,16,0.160261569416499,0.0008048289738430583,0.0006947459834997829,0.13834129396439426,11601.0,11429.0,23030.0,1881 Census,0
Akseki Kaza,42-3-1,Teke,42-3,Konya,42,13545.0,13838.0,,7.0,,,,,,,,,,,,,,,,,,,27383.0,7,7,0,0.0002556330570061717,0.0,0.0,0.0002555677254472435,13545.0,13845.0,27390.0,1881 Census,0
Alanya (Alaiye) Kaza,42-3-2,Teke,42-3,Konya,42,17699.0,19261.0,439.0,515.0,,,,,,,,,,,,,,,,,,,36960.0,954,954,0,0.025811688311688313,0.0,0.0,0.025162209210318087,18138.0,19776.0,37914.0,1881 Census,0
Antalya Kaza,42-3-3,Teke,42-3,Konya,42,37494.0,35468.0,2072.0,1987.0,26.0,23.0,,,,,104.0,112.0,,,,,,,,,,,72962.0,4108,4324,49,0.05630328116005592,0.0006715824675858666,0.0006340087467329141,0.053153223093445126,39696.0,37590.0,77286.0,1881 Census,1
Elmalı Kaza,42-3-4,Teke,42-3,Konya,42,11752.0,11846.0,104.0,105.0,118.0,128.0,,,,,,,,,,,,,,,,,23598.0,455,455,246,0.01928129502500212,0.010424612255275871,0.010227414459734753,0.018916559264956553,11974.0,12079.0,24053.0,1881 Census,0
Kaş Kaza,42-3-5,Teke,42-3,Konya,42,8716.0,8766.0,2.0,5.0,,,,,,,,,,,,,,,,,,,17482.0,7,7,0,0.00040041185219082484,0.0,0.0,0.0004002515867116473,8718.0,8771.0,17489.0,1881 Census,0
Ayvacik Kaza,17-3,Biga,17,,17,7668.0,8634.0,612.0,1059.0,,,,,,,,3.0,,,,,,,,,8.0,22.0,16302.0,1671,1674,0,0.10250276039749724,0.0,0.0,0.09280239920026657,8288.0,9718.0,18006.0,1881 Census,0
Biga Kaza,17-4,Biga,17,,17,16735.0,19807.0,1447.0,1713.0,144.0,136.0,,,,,,,,,,,,,,,,,36542.0,3440,3440,280,0.09413825187455531,0.007662415850254502,0.007003151418138162,0.08603871742284028,18326.0,21656.0,39982.0,1881 Census,0
Çanakkale Kaza,17-1,Biga,17,,17,4093.0,4225.0,2532.0,2407.0,432.0,532.0,,,,,766.0,729.0,19.0,27.0,,,,,,,125.0,167.0,8318.0,5949,7444,964,0.7151959605674441,0.11589324356816542,0.06004734022673477,0.3705618537436153,7967.0,8087.0,16054.0,1881 Census,1
Ezine Kaza,17-2,Biga,17,,17,13826.0,14693.0,2094.0,2332.0,195.0,274.0,,,,,114.0,126.0,,,,,,,,,,,28519.0,4895,5135,469,0.17163995932536205,0.016445176899610787,0.01393593629286266,0.14545076365365187,16229.0,17425.0,33654.0,1881 Census,0
Lâpseki Kaza,17-5,Biga,17,,17,4707.0,5080.0,335.0,570.0,8.0,20.0,180.0,222.0,,,,17.0,,,,,,,,,,,9787.0,1335,1352,28,0.13640543578216,0.0028609379789516706,0.002513690636502379,0.11984917856180986,5230.0,5909.0,11139.0,1881 Census,0
Büyükçekmece Kaza,59-1,Catalca Special,59,,59,2071.0,2596.0,7522.0,8540.0,11.0,13.0,657.0,765.0,,,,1.0,,,,,,,,,,,4667.0,17508,17509,24,3.7514463252624815,0.005142489822155561,0.0010822510822510823,0.7895021645021645,10261.0,11915.0,22176.0,1881 Census,0
Çatalca Central Kaza,59-2,Catalca Special,59,,59,3093.0,3510.0,4907.0,5438.0,,,604.0,756.0,,,,,,,,,,,1.0,4.0,,,6603.0,11705,11705,0,1.7726790852642738,0.0,0.0,0.6391634358106263,8605.0,9708.0,18313.0,1881 Census,1
Silivri Kaza,59-3,Catalca Special,59,,59,1690.0,2131.0,4526.0,4915.0,436.0,439.0,1368.0,1436.0,,,444.0,521.0,,,,,,,219.0,208.0,,,3821.0,13120,14085,875,3.4336561109657158,0.22899764459565558,0.047728140511645666,0.7156493754431899,8683.0,9650.0,18333.0,1881 Census,0
Adapazarı Kaza,41-2,Izmit (Special) Sancak,41,,41,18991.0,21327.0,1307.0,1210.0,5432.0,5270.0,,,,,3.0,3.0,152.0,162.0,,,,,,,27.0,40.0,40318.0,13533,13539,10702,0.3356565305818741,0.2654397539560494,0.19846450560047474,0.2509643201542912,25912.0,28012.0,53924.0,1881 Census,0
Geyve Kaza,41-4,Izmit (Special) Sancak,41,,41,11528.0,10605.0,2223.0,2291.0,2818.0,3055.0,,,,,,,36.0,43.0,,,,,,,,1.0,22133.0,10466,10466,5873,0.47286856729770027,0.2653503817828582,0.18014784822551455,0.32103309714425937,16605.0,15996.0,32601.0,1881 Census,0
İzmit Central Kaza,41-1,Izmit (Special) Sancak,41,,41,9285.0,9963.0,1696.0,1880.0,7826.0,8011.0,5.0,8.0,63.0,70.0,78.0,84.0,333.0,382.0,,,,,,,51.0,54.0,19248.0,20274,20436,15837,1.0533042394014962,0.822786783042394,0.39802457965769433,0.5095378119580789,19337.0,20452.0,39789.0,1881 Census,1
Kandira Kaza,41-3,Izmit (Special) Sancak,41,,41,21011.0,19675.0,990.0,1098.0,626.0,633.0,,,,,,,,,,,,,,,,,40686.0,3347,3347,1259,0.08226416949319176,0.030944305166396305,0.02859219221947176,0.07601117343810324,22627.0,21406.0,44033.0,1881 Census,0
Karamürsel Kaza,41-5,Izmit (Special) Sancak,41,,41,4960.0,5772.0,5136.0,5887.0,1607.0,1942.0,,,,,,,,,,,,,,,,18.0,10732.0,14572,14572,3549,1.3578084234066343,0.33069325382035036,0.14015480609746467,0.5754679725140194,11703.0,13619.0,25322.0,1881 Census,0
Amasya Central Kaza ,58-2-1,Amasya,58-2,Sivas,58,18335.0,18835.0,678.0,736.0,3030.0,3134.0,,,10.0,13.0,,,64.0,66.0,,,,,,,5.0,20.0,37170.0,7731,7731,6164,0.2079903147699758,0.16583266074791497,0.1372034011485554,0.1720829809019276,22122.0,22804.0,44926.0,1881 Census,1
Gümüşhacıköy Kaza,58-2-2,Amasya,58-2,Sivas,58,9938.0,10309.0,1045.0,1104.0,1286.0,1314.0,,,,,,,70.0,80.0,,,,,,,,,20247.0,4899,4899,2600,0.24196177211438732,0.12841408603743765,0.10339616638829237,0.19482223812932475,12339.0,12807.0,25146.0,1881 Census,0
Havza Kaza,58-2-3,Amasya,58-2,Sivas,58,6723.0,6907.0,1863.0,1766.0,39.0,55.0,,,,,,,,,,,,,,,,,13630.0,3723,3723,94,0.2731474688187821,0.006896551724137931,0.005416306539902046,0.21452031114952463,8625.0,8728.0,17355.0,1881 Census,0
Lâdik Kaza,58-2-4,Amasya,58-2,Sivas,58,5477.0,5879.0,1000.0,994.0,85.0,94.0,,,,,,,,,,,,,,,,,11356.0,2173,2173,179,0.19135258893976753,0.015762592462134555,0.01323083746027053,0.1606179318500998,6562.0,6967.0,13529.0,1881 Census,0
Mecitözü Kaza,58-2-5,Amasya,58-2,Sivas,58,15992.0,15547.0,80.0,72.0,63.0,69.0,,,,,,,51.0,54.0,,,,,,,,,31539.0,389,389,132,0.012333935762072356,0.004185294397412727,0.004134302179904786,0.012183663242295164,16186.0,15742.0,31928.0,1881 Census,0
Merzifon Kaza,58-2-6,Amasya,58-2,Sivas,58,9171.0,9615.0,74.0,89.0,2528.0,2789.0,,,140.0,139.0,,,258.0,301.0,,,,,,,,,18786.0,6318,6318,5317,0.3363142765889492,0.2830299158948153,0.21179047998406691,0.25166301533559055,12717.0,12934.0,25105.0,1881 Census,0
Osmancik Kaza,58-2-7,Amasya,58-2,Sivas,58,8594.0,8997.0,,3.0,26.0,19.0,,,,,,,,,,,,,,,,,17591.0,48,48,45,0.002728668068898869,0.0025581263145926895,0.0025511650320312945,0.0027212427008333805,8620.0,9019.0,17639.0,1881 Census,0
Vesirköprü (Köprü) Kaza,58-2-8,Amasya,58-2,Sivas,58,13284.0,16142.0,928.0,932.0,487.0,507.0,,,,,,,119.0,95.0,,,,,,,,,29426.0,3068,3068,994,0.10426153741589071,0.03377965064908584,0.03059026281775097,0.09441743091032191,14818.0,17676.0,32494.0,1881 Census,0
