NameofKaza,kazcode,NameofSanjak,sancode,NameofVilayet,vilcode,Muslims_Female,Muslims_Male,Greeks_Female,Greeks_Male,Armenians_Female,Armenians_Male,Bulgarians_Female,Bulgarians_Male,Catholics_Female,Catholics_Male,Jews_Female,Jews_Male,Protestants_Female,Protestants_Male,Latins_Female,Latins_Male,Monophysites_Female,Monophysites_Male,NonMuslimGypsies_Female,NonMuslimGypsies_Male,ForeignCitizens_Female,ForeignCitizens_Male,Total_Muslim,Total_Christian,Total_NonMuslim,Total_Armenian,Christian_Muslim_Ratio,Armenian_Muslim_Ratio,ArmenianShare,ChristianShare,Total_Female,Total_Male,GrandTotal,Source,CentralKazaDummy,AP,FID,Id,Vilayet,Sanjak,kaza,_merge
Foçateyn (Foça) Kaza,9-1-4,Izmir Sanjak,9-1,Aydin Vilayet,9.0,1703.0,2059.0,5023.0,5573.0,13.0,34.0,1.0,45.0,,,53.0,44.0,,,,,,,,,1374.0,1399.0,3762.0,10689.0,10786.0,47.0,2.841307815,0.0124933546,0.002713469199,0.617112176,8167.0,9154.0,17321.0,1881 Census,0.0,"replace kazcode=""9-1-4"" if kaza==""Foçateyn (Foça) Kaza""",161.0,0,Aydin,Izmir,Foca Kaza,3
Izmir Central Kaza,9-1-5,Izmir Sanjak,9-1,Aydin Vilayet,9.0,34566.0,44722.0,24028.0,29058.0,3151.0,3659.0,,20.0,372.0,365.0,7175.0,7734.0,63.0,65.0,464.0,586.0,,,,,26295.0,25225.0,79288.0,61831.0,76740.0,6810.0,0.7798279689,0.0858894158,0.03281168694,0.2979118084,96114.0,111434.0,207548.0,1881 Census,1.0,"replace kazcode=""9-1-5"" if kaza==""Izmir Central Kaza""",159.0,0,Aydin,Izmir,IzmirMerkez Kaza,3
Kuşadası Kaza,9-1-6,Izmir Sanjak,9-1,Aydin Vilayet,9.0,4296.0,4526.0,3179.0,2942.0,45.0,42.0,,17.0,,,,,,,,,,,,,,,8822.0,6225.0,6225.0,87.0,0.7056223079,0.009861709363,0.005781883432,0.4137037283,7520.0,7527.0,15047.0,1881 Census,0.0,"replace kazcode=""9-1-6"" if kaza==""Kuşadası Kaza""",155.0,0,Aydin,Izmir,Kusadasi Kaza,3
Menemen Kaza,9-1-7,Izmir Sanjak,9-1,Aydin Vilayet,9.0,6869.0,7661.0,2209.0,2213.0,49.0,57.0,,,,,128.0,101.0,,,,,,,,,30.0,50.0,14530.0,4528.0,4757.0,106.0,0.3116311081,0.007295251204,0.005473227655,0.2337997625,9285.0,10082.0,19367.0,1881 Census,0.0,"replace kazcode=""9-1-7"" if kaza==""Menemen Kaza""",160.0,0,Aydin,Izmir,Menemen Kaza,3
Ödemiş Kaza,9-1-8,Izmir Sanjak,9-1,Aydin Vilayet,9.0,26833.0,26984.0,1773.0,1937.0,512.0,581.0,,,,,,,,,,,,,,,,,53817.0,4803.0,4803.0,1093.0,0.08924689225,0.02030956761,0.01862644853,0.08185071575,29118.0,29562.0,58680.0,1881 Census,0.0,"replace kazcode=""9-1-8"" if kaza==""Ödemiş Kaza""",156.0,0,Aydin,Izmir,Odemis Kaza,3
Seferhisar Kaza,9-1-9,Izmir Sanjak,9-1,Aydin Vilayet,9.0,2779.0,2842.0,632.0,660.0,2.0,6.0,,,,,,,,,,,,,,,,,5621.0,1300.0,1300.0,8.0,0.2312755737,0.0014232343,0.001155902326,0.187834128,3413.0,3508.0,6921.0,1881 Census,0.0,"replace kazcode=""9-1-9"" if kaza==""Seferhisar Kaza""",153.0,0,Aydin,Izmir,Seferhisar Kaza,3
Akhisar Kaza,9-2-1,Saruhan Sanjak,9-2,Aydin Vilayet,9.0,11607.0,12403.0,2389.0,2287.0,168.0,181.0,,,,,85.0,95.0,,,,,,,,,,,24010.0,5025.0,5205.0,349.0,0.2092877968,0.01453561016,0.01194591819,0.1720006846,14249.0,14966.0,29215.0,1881 Census,,"replace kazcode=""9-2-1"" if kaza==""Akhisar Kaza""",111.0,0,Aydin,Saruhan,Akhisar Kaza,3
Salihli Kaza,9-2-10,Saruhan Sanjak,9-2,Aydin Vilayet,9.0,11313.0,12396.0,280.0,385.0,,,,,,,,,,,,,,,,,,,23709.0,665.0,665.0,0.0,0.02804842043,0.0,0.0,0.02728317059,11593.0,12781.0,24374.0,1881 Census,,"replace kazcode=""9-2-10"" if kaza==""Salihli Kaza""",110.0,0,Aydin,Saruhan,Salihli Kaza,3
Soma Kaza,9-2-11,Saruhan Sanjak,9-2,Aydin Vilayet,9.0,8872.0,8814.0,613.0,606.0,,,,,,,,,,,,,,,,,,,17686.0,1219.0,1219.0,0.0,0.06892457311,0.0,0.0,0.06448029622,9485.0,9420.0,18905.0,1881 Census,,"replace kazcode=""9-2-11"" if kaza==""Soma Kaza""",115.0,0,Aydin,Saruhan,Soma Kaza,3
Alaşehir Kaza,9-2-2,Saruhan Sanjak,9-2,Aydin Vilayet,9.0,12414.0,13324.0,1265.0,1275.0,7.0,11.0,,,,,12.0,15.0,,,,,,,,,,,25738.0,2558.0,2585.0,18.0,0.09938612169,0.0006993550392,0.0007555723461,0.1073752256,13698.0,14625.0,23823.0,1881 Census,,"replace kazcode=""9-2-2"" if kaza==""Alaşehir Kaza""",109.0,0,Aydin,Saruhan,Alasehir Kaza,3
Demirci Kaza,9-2-3,Saruhan Sanjak,9-2,Aydin Vilayet,9.0,16415.0,17266.0,17.0,72.0,1.0,5.0,,,,,,,,,,,,,,,,3.0,33681.0,95.0,95.0,6.0,0.002820581337,0.0001781419792,0.0001776251517,0.002812398236,16433.0,17346.0,33779.0,1881 Census,,"replace kazcode=""9-2-3"" if kaza==""Demirci Kaza""",117.0,0,Aydin,Saruhan,Demirci Kaza,3
Eşme Kaza,9-2-4,Saruhan Sanjak,9-2,Aydin Vilayet,9.0,8586.0,9341.0,,,,,,,,,,,,,,,,,,,,,17927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8586.0,9341.0,17927.0,1881 Census,,"replace kazcode=""9-2-4"" if kaza==""Eşme Kaza""",107.0,0,Aydin,Saruhan,Esme Kaza,3
Gördes Kaza,9-2-5,Saruhan Sanjak,9-2,Aydin Vilayet,9.0,15426.0,15394.0,310.0,314.0,,,,,,,,,,,,,,,,,,,30820.0,624.0,624.0,0.0,0.02024659312,0.0,0.0,0.01984480346,15736.0,15708.0,31444.0,1881 Census,,"replace kazcode=""9-2-5"" if kaza==""Gördes Kaza""",116.0,0,Aydin,Saruhan,Gordes Kaza,3
Kasaba (Turgutlu) Kaza,9-2-6,Saruhan Sanjak,9-2,Aydin Vilayet,9.0,10320.0,11074.0,1343.0,1511.0,230.0,250.0,,,,,340.0,391.0,,,,,,,,,,,21394.0,3334.0,4065.0,480.0,0.1558380854,0.02243619706,0.01885384343,0.1309556542,12233.0,13226.0,25459.0,1881 Census,,"replace kazcode=""9-2-6"" if kaza==""Kasaba (Turgutlu) Kaza""",112.0,0,Aydin,Saruhan,Kasaba Kaza,3
Kirkağaç Kaza,9-2-7,Saruhan Sanjak,9-2,Aydin Vilayet,9.0,8396.0,8336.0,1306.0,1296.0,390.0,380.0,,,,,34.0,40.0,,,,,,,,,66.0,83.0,16732.0,3372.0,3446.0,770.0,0.2015300024,0.04601960316,0.03788065135,0.1658877355,10192.0,10135.0,20327.0,1881 Census,,"replace kazcode=""9-2-7"" if kaza==""Kirkağaç Kaza""",114.0,0,Aydin,Saruhan,Kirkagac Kaza,3
Kula Kaza,9-2-8,Saruhan Sanjak,9-2,Aydin Vilayet,9.0,12612.0,13355.0,1556.0,1588.0,,,,,,,,,,,,,,,,,,,25967.0,3144.0,3144.0,0.0,0.1210767513,0.0,0.0,0.1080004122,14168.0,14943.0,29111.0,1881 Census,,"replace kazcode=""9-2-8"" if kaza==""Kula Kaza""",108.0,0,Aydin,Saruhan,Kula Kaza,3
Manisa Kaza,9-2-9,Saruhan Sanjak,9-2,Aydin Vilayet,9.0,33557.0,34629.0,7130.0,8268.0,1102.0,1125.0,,,,,652.0,693.0,,,,,,,,,122.0,813.0,68186.0,17625.0,18970.0,2227.0,0.2584841463,0.03266066348,0.02528067566,0.2000771929,42563.0,45528.0,88091.0,1881 Census,,"replace kazcode=""9-2-9"" if kaza==""Manisa Kaza""",113.0,0,Aydin,Saruhan,Manisa Kaza,3
Aydın Central Kaza,9-3-1,Aydın Sanjak,9-3,Aydin Vilayet,9.0,30399.0,31815.0,2585.0,3058.0,124.0,132.0,,,80.0,58.0,941.0,954.0,,,,,,,,,,,62214.0,6037.0,7932.0,256.0,0.0970360369,0.00411482946,0.003649530978,0.08606335358,34139.0,36017.0,70146.0,1881 Census,1.0,"replace kazcode=""9-3-1"" if kaza==""Aydın Central Kaza""",152.0,0,Aydin,Aydin,AydinMerkez Kaza,3
Bozdoğan Kaza,9-3-2,Aydın Sanjak,9-3,Aydin Vilayet,9.0,13808.0,13887.0,16.0,50.0,5.0,3.0,,,,,6.0,5.0,,,,,,,,,,,27695.0,74.0,85.0,8.0,0.002671962448,0.0002888608052,0.0002879769618,0.002663786897,13835.0,13945.0,27780.0,1881 Census,0.0,"replace kazcode=""9-3-2"" if kaza==""Bozdoğan Kaza""",150.0,0,Aydin,Aydin,Bozdogan Kaza,3
Çine Kaza,9-3-3,Aydın Sanjak,9-3,Aydin Vilayet,9.0,12809.0,12443.0,159.0,131.0,,,,,,,,,,,,,,,,,,,25252.0,290.0,290.0,0.0,0.01148423887,0.0,0.0,0.01135384856,12968.0,12574.0,25542.0,1881 Census,0.0,"replace kazcode=""9-3-3"" if kaza==""Çine Kaza""",151.0,0,Aydin,Aydin,Cine Kaza,3
Nazilli Kaza,9-3-4,Aydın Sanjak,9-3,Aydin Vilayet,9.0,30141.0,29815.0,959.0,1069.0,149.0,152.0,,,,,100.0,95.0,,,,,,,,,,,59956.0,2329.0,2524.0,301.0,0.03884515311,0.005020348255,0.004817541613,0.0372759283,31349.0,31131.0,62480.0,1881 Census,0.0,"replace kazcode=""9-3-4"" if kaza==""Nazilli Kaza""",149.0,0,Aydin,Aydin,Nazilli Kaza,3
Söke Kaza,9-3-5,Aydın Sanjak,9-3,Aydin Vilayet,9.0,6919.0,7195.0,4019.0,4156.0,25.0,34.0,,,,,,,,,,,,,,,,,14114.0,8234.0,8234.0,59.0,0.5833923764,0.004180246564,0.002640057276,0.3684446035,10963.0,11385.0,22348.0,1881 Census,0.0,"replace kazcode=""9-3-5"" if kaza==""Söke Kaza""",154.0,0,Aydin,Aydin,Soke Kaza,3
Bodrum Kaza,9-4-1,Menteşe Sanjak,9-4,Aydin Vilayet,9.0,5732.0,5819.0,1112.0,1133.0,,,,,,,45.0,37.0,,,,,,,,,,,11551.0,2245.0,2327.0,0.0,0.1943554671,0.0,0.0,0.1616969173,6892.0,6992.0,13884.0,1881 Census,,"replace kazcode=""9-4-1"" if kaza==""Bodrum Kaza""",82.0,0,Aydin,Mentese,Bodrum Kaza,3
Köyceğiz Kaza,9-4-2,Menteşe Sanjak,9-4,Aydin Vilayet,9.0,10466.0,10585.0,135.0,113.0,,,2.0,32.0,,,,15.0,,,,,,,,,,,21051.0,282.0,297.0,0.0,0.01339603819,0.0,0.0,0.01320966835,10603.0,10745.0,21348.0,1881 Census,,"replace kazcode=""9-4-2"" if kaza==""Köyceğiz Kaza""",78.0,0,Aydin,Mentese,Koycegiz Kaza,3
Marmaris Kaza,9-4-3,Menteşe Sanjak,9-4,Aydin Vilayet,9.0,6221.0,6114.0,304.0,330.0,,,,,,,,18.0,,,,,,,,,,,12335.0,634.0,652.0,0.0,0.05139845967,0.0,0.0,0.04881804882,6525.0,6462.0,12987.0,1881 Census,,"replace kazcode=""9-4-3"" if kaza==""Marmaris Kaza""",79.0,0,Aydin,Mentese,Marmaris Kaza,3
Meğri (Fethiye) Kaza,9-4-4,Menteşe Sanjak,9-4,Aydin Vilayet,9.0,10174.0,10696.0,1938.0,2110.0,,,,,,,10.0,16.0,,,,,,,,,,,20870.0,4048.0,4074.0,0.0,0.1939626258,0.0,0.0,0.1622835151,12122.0,12822.0,24944.0,1881 Census,,"replace kazcode=""9-4-4"" if kaza==""Meğri (Fethiye) Kaza""",77.0,0,Aydin,Mentese,Fethiye Kaza,3
Milas Kaza,9-4-5,Menteşe Sanjak,9-4,Aydin Vilayet,9.0,13522.0,13466.0,833.0,1012.0,,,,,,,168.0,188.0,,,,,,,,,3.0,3.0,26988.0,1845.0,2201.0,0.0,0.06836371721,0.0,0.0,0.06298648095,14376.0,14716.0,29292.0,1881 Census,,"replace kazcode=""9-4-5"" if kaza==""Milas Kaza""",81.0,0,Aydin,Mentese,Milas Kaza,3
Muğla Kaza,9-4-6,Menteşe Sanjak,9-4,Aydin Vilayet,9.0,21135.0,21277.0,545.0,607.0,,,,,,,2.0,1.0,,,,,,,,,53.0,50.0,42412.0,1152.0,1155.0,0.0,0.02716212393,0.0,0.0,0.02644203181,21682.0,21885.0,43567.0,1881 Census,,"replace kazcode=""9-4-6"" if kaza==""Muğla Kaza""",80.0,0,Aydin,Mentese,Mugla Kaza,3
Buldan Kaza,9-5-1,Denizli Sanjak,9-5,Aydin Vilayet,9.0,12660.0,12855.0,,4.0,,,,,,,,,,,,,,,,,,,25515.0,4.0,4.0,0.0,0.0001567705271,0.0,0.0,0.0001567520966,12660.0,12859.0,25518.0,1881 Census,0.0,"replace kazcode=""9-5-1"" if kaza==""Buldan Kaza""",143.0,0,Aydin,Denizli,Buldan Kaza,3
Çal Kaza,9-5-2,Denizli Sanjak,9-5,Aydin Vilayet,9.0,21335.0,20823.0,18.0,139.0,,,,1.0,,,,,,,,,,,,,,,42158.0,158.0,158.0,0.0,0.003747805873,0.0,0.0,0.00373381227,21353.0,20963.0,42316.0,1881 Census,0.0,"replace kazcode=""9-5-2"" if kaza==""Çal Kaza""",146.0,0,Aydin,Denizli,Cal Kaza,3
Denizli Central Kaza,9-5-3,Denizli Sanjak,9-5,Aydin Vilayet,9.0,16902.0,16512.0,856.0,902.0,250.0,251.0,,1.0,,,,,,,,,,,,,8.0,15.0,33414.0,2260.0,2260.0,501.0,0.06763632011,0.01499371521,0.01403479284,0.06331064235,18016.0,17681.0,35697.0,1881 Census,1.0,"replace kazcode=""9-5-3"" if kaza==""Denizli Central Kaza""",145.0,0,Aydin,Denizli,Denizli Kaza,3
Garbikaraağac (Acıpayam) Kaza,9-5-4,Denizli Sanjak,9-5,Aydin Vilayet,9.0,18459.0,19058.0,,,,,,,,,,,,,,,,,,,,,37517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18459.0,19058.0,37517.0,1881 Census,0.0,"replace kazcode=""9-5-4"" if kaza==""Garbikaraağac (Acıpayam) Kaza""",148.0,0,Aydin,Denizli,Garbikaraagac Kaza,3
Saray Kaza,9-5-5,Denizli Sanjak,9-5,Aydin Vilayet,9.0,8680.0,9325.0,271.0,343.0,,,,,,,,,,,,,,,,,,,18005.0,614.0,614.0,0.0,0.03410163843,0.0,0.0,0.03315513797,8951.0,9568.0,18519.0,1881 Census,0.0,"replace kazcode=""9-5-5"" if kaza==""Saray Kaza""",144.0,0,Aydin,Denizli,Saray Kaza,3
Tavas Kaza,9-5-6,Denizli Sanjak,9-5,Aydin Vilayet,9.0,26430.0,26466.0,1.0,28.0,,,,,,,,,,,,,,,,,,,52896.0,29.0,29.0,0.0,0.000548245614,0.0,0.0,0.0005377839592,26431.0,26494.0,53925.0,1881 Census,0.0,"replace kazcode=""9-5-6"" if kaza==""Tavas Kaza""",147.0,0,Aydin,Denizli,Tavas Kaza,3
Istanbul City and Greater Istanbul,34-1,,34,Istanbul Vilayet,34.0,183571.0,201339.0,60937.0,91804.0,65720.0,83870.0,400.0,3977.0,3233.0,3209.0,21967.0,22394.0,331.0,488.0,554.0,528.0,,,,,28038.0,101205.0,384910.0,315051.0,359412.0,149590.0,0.8185056247,0.3886363046,0.171240835,0.3606497513,364751.0,508814.0,873565.0,1881 Census,1.0,"replace kazcode=""34-1"" if kaza==""Istanbul City and Greater Istanbul""",17.0,0,Istanbul,Istanbul,Istanbul,3
Istanbul City and Greater Istanbul,34-1,,34,Istanbul Vilayet,34.0,183571.0,201339.0,60937.0,91804.0,65720.0,83870.0,400.0,3977.0,3233.0,3209.0,21967.0,22394.0,331.0,488.0,554.0,528.0,,,,,28038.0,101205.0,384910.0,315051.0,359412.0,149590.0,0.8185056247,0.3886363046,0.171240835,0.3606497513,364751.0,508814.0,873565.0,1881 Census,1.0,"replace kazcode=""34-1"" if kaza==""Istanbul City and Greater Istanbul""",16.0,0,Istanbul,Istanbul,Istanbul,3
,2022-01-05,Edirne Sanjak,,Edirne Vilayet,22.0,90364.0,91698.0,6492.0,7362.0,175.0,147.0,9828.0,9599.0,,,232.0,372.0,,,,,,,,,90.0,150.0,182062.0,33603.0,34207.0,322.0,0.18456899,0.00176863,0.00148724,0.15520371,107181.0,109328.0,216269.0,,,,327.0,,Edirne,Edirne,Kirkkilise Kaza,
,2022-01-06,Edirne Sanjak,,Edirne Vilayet,22.0,17111.0,19216.0,26208.0,27455.0,45.0,63.0,16320.0,17679.0,44.0,40.0,425.0,475.0,27.0,30.0,,,,,,,99.0,92.0,36327.0,87911.0,88811.0,108.0,2.4199906,0.002973,0.00086173,0.70144181,60279.0,65050.0,125138.0,,,,328.0,,Edirne,Edirne,Tekirdag Kaza,
,2022-01-03,Edirne Sanjak,,Edirne Vilayet,22.0,12239.0,13366.0,28250.0,30903.0,524.0,556.0,805.0,869.0,,,790.0,814.0,,,,,,,,,25.0,88.0,25605.0,61907.0,63511.0,1080.0,2.41777,0.04217926,0.01210369,0.6937991,442633.0,46596.0,89116.0,,,,329.0,,Edirne,Edirne,Gelibolu Kaza,
,2022-01-02,Edirne Sanjak,,Edirne Vilayet,22.0,57162.0,60046.0,37449.0,40381.0,1917.0,1924.0,14708.0,16213.0,136.0,173.0,4370.0,4548.0,18.0,24.0,,4.0,,,,,,,117208.0,112947.0,121865.0,3841.0,0.96364583,0.0327708,0.01606622,0.47243729,115760.0,123313.0,239073.0,,,,330.0,,Edirne,Edirne,Edirne Kaza,
,2022-01-01,Edirne Sanjak,,Edirne Vilayet,22.0,13205.0,15327.0,12093.0,11734.0,33.0,254.0,5835.0,6614.0,35.0,35.0,11.0,24.0,,,,,,,,,,,28532.0,36633.0,36668.0,287.0,1.2839268,0.01005888,0.00440184,0.56185583,31212.0,33988.0,65200.0,,,,331.0,,Edirne,Edirne,Dedeagac Kaza,
